GAME_DATE,PLAYER_KEY,PLAYER_NAME,TEAM_ABBREVIATION,OPPONENT_ABBREVIATION,OPPONENT,MATCHUP,GAME_ID,SIM_RUNS,ACTIVE_PROB,INJURY_STATUS,CONFIDENCE_LABEL,MODEL_CONFIDENCE,MIN_PROJ,PRED_MIN,SIM_MIN_P10,SIM_MIN_P50,SIM_MIN_P90,SIM_MIN_STD,PTS_PROJ,PRED_PTS,SIM_PTS_P10,SIM_PTS_P50,SIM_PTS_P90,SIM_PTS_STD,REB_PROJ,PRED_REB,SIM_REB_P10,SIM_REB_P50,SIM_REB_P90,SIM_REB_STD,AST_PROJ,PRED_AST,SIM_AST_P10,SIM_AST_P50,SIM_AST_P90,SIM_AST_STD,FG3M_PROJ,PRED_FG3M,SIM_FG3M_P10,SIM_FG3M_P50,SIM_FG3M_P90,SIM_FG3M_STD,STL_PROJ,PRED_STL,SIM_STL_P10,SIM_STL_P50,SIM_STL_P90,SIM_STL_STD,BLK_PROJ,PRED_BLK,SIM_BLK_P10,SIM_BLK_P50,SIM_BLK_P90,SIM_BLK_STD,PRA_PROJ,SIM_PRA_P10,SIM_PRA_P50,SIM_PRA_P90,SIM_PRA_STD,PR_PROJ,SIM_PR_P10,SIM_PR_P50,SIM_PR_P90,SIM_PR_STD,PA_PROJ,SIM_PA_P10,SIM_PA_P50,SIM_PA_P90,SIM_PA_STD,RA_PROJ,SIM_RA_P10,SIM_RA_P50,SIM_RA_P90,SIM_RA_STD,SB_PROJ,SIM_SB_P10,SIM_SB_P50,SIM_SB_P90,SIM_SB_STD,player_name,player_key,team,opponent,matchup,game_date,game_id,projected_minutes,pts_proj,pts_median,reb_proj,reb_median,ast_proj,ast_median,fg3m_proj,fg3m_median,stl_proj,stl_median,blk_proj,blk_median,pts_floor,pts_ceiling,pts_std,reb_floor,reb_ceiling,reb_std,ast_floor,ast_ceiling,ast_std,fg3m_floor,fg3m_ceiling,fg3m_std,stl_floor,stl_ceiling,stl_std,blk_floor,blk_ceiling,blk_std,confidence
2025-07-05,a'ja wilson,A'ja Wilson,LVA,NYL,NYL,LVA vs NYL,20250705_NYL_LVA,10000,,UNKNOWN,Medium,MEDIUM,35.96,36.35,33.07,36.12,38.76,2.18,23.72,,20.21,23.64,27.26,2.75,9.73,,7.95,9.7,11.56,1.4,3.41,,1.37,3.19,5.66,1.73,1.04,,0.28,0.93,1.93,0.67,1.54,,1.19,1.53,1.89,0.28,2.33,,1.97,2.32,2.7,0.28,36.86,32.27,36.78,41.6,3.65,33.46,29.42,33.43,37.54,3.17,27.13,23.0,27.0,31.35,3.29,13.14,10.44,12.99,16.03,2.23,3.87,3.36,3.86,4.39,0.41,A'ja Wilson,a'ja wilson,LVA,NYL,LVA vs NYL,2025-07-05,20250705_NYL_LVA,36.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2025-07-05,aliyah boston,Aliyah Boston,IND,CON,CON,IND vs CON,20250705_CON_IND,10000,,UNKNOWN,Medium,MEDIUM,30.14,30.13,26.98,30.16,33.3,2.49,15.43,,11.78,15.29,19.25,2.92,7.51,,6.36,7.47,8.71,0.92,3.62,,1.96,3.49,5.44,1.37,0.83,,0.22,0.74,1.54,0.54,0.76,,0.3,0.72,1.27,0.39,1.1,,0.67,1.08,1.57,0.35,26.56,22.27,26.41,31.06,3.45,22.94,19.04,22.81,27.05,3.12,19.05,14.95,18.91,23.23,3.25,11.13,9.05,11.03,13.34,1.68,1.86,1.22,1.83,2.55,0.53,Aliyah Boston,aliyah boston,IND,CON,IND vs CON,2025-07-05,20250705_CON_IND,30.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2025-07-05,alysha clark,Alysha Clark,LVA,NYL,NYL,LVA vs NYL,20250705_NYL_LVA,10000,,UNKNOWN,Medium,MEDIUM,26.2,26.22,23.09,26.2,29.33,2.44,8.22,,5.95,8.12,10.65,1.84,4.33,,1.76,4.07,7.2,2.16,1.91,,0.52,1.71,3.55,1.25,0.75,,0.14,0.65,1.48,0.56,1.05,,0.55,1.01,1.61,0.42,0.51,,0.26,0.49,0.77,0.2,14.47,10.57,14.28,18.52,3.12,12.55,9.06,12.38,16.38,2.86,10.14,7.39,9.99,13.1,2.24,6.24,3.27,5.99,9.57,2.48,1.56,0.99,1.53,2.17,0.47,Alysha Clark,alysha clark,LVA,NYL,LVA vs NYL,2025-07-05,20250705_NYL_LVA,26.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2025-07-05,alyssa thomas,Alyssa Thomas,CON,IND,IND,CON @ IND,20250705_CON_IND,10000,,UNKNOWN,Medium,MEDIUM,34.02,34.07,30.82,34.06,37.18,2.43,13.55,,9.35,13.32,18.02,3.41,9.27,,7.64,9.25,10.92,1.28,8.05,,6.22,7.99,9.96,1.48,1.12,,0.3,1.0,2.06,0.73,1.39,,0.95,1.37,1.86,0.36,0.6,,0.31,0.58,0.91,0.24,30.87,25.96,30.67,36.1,4.01,22.82,18.35,22.59,27.63,3.67,21.6,16.94,21.38,26.48,3.76,17.32,14.81,17.25,19.93,2.0,1.99,1.45,1.96,2.56,0.43,Alyssa Thomas,alyssa thomas,CON,IND,CON @ IND,2025-07-05,20250705_CON_IND,34.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2025-07-05,betnijah laney-hamilton,Betnijah Laney-Hamilton,NYL,LVA,LVA,NYL @ LVA,20250705_NYL_LVA,10000,,UNKNOWN,Medium,MEDIUM,28.41,28.36,25.17,28.37,31.73,2.55,12.56,,7.71,12.33,17.66,3.91,4.34,,2.73,4.25,6.09,1.32,3.28,,2.09,3.2,4.57,0.98,1.52,,0.78,1.46,2.33,0.62,0.88,,0.27,0.82,1.57,0.52,0.48,,0.19,0.45,0.81,0.25,20.18,14.85,19.98,25.74,4.28,16.9,11.72,16.68,22.28,4.14,15.83,10.82,15.63,21.08,4.05,7.62,5.58,7.52,9.79,1.66,1.37,0.68,1.31,2.12,0.58,Betnijah Laney-Hamilton,betnijah laney-hamilton,NYL,LVA,NYL @ LVA,2025-07-05,20250705_NYL_LVA,28.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2025-07-05,breanna stewart,Breanna Stewart,NYL,LVA,LVA,NYL @ LVA,20250705_NYL_LVA,10000,,UNKNOWN,Low,LOW,34.28,34.45,30.73,34.32,37.77,2.69,22.7,,19.2,22.6,26.3,2.75,8.44,,6.62,8.38,10.3,1.44,3.54,,2.19,3.46,5.0,1.12,2.04,,1.11,1.96,3.04,0.77,1.66,,1.23,1.65,2.12,0.35,1.49,,0.98,1.47,2.03,0.42,34.67,30.37,34.57,39.13,3.42,31.13,27.09,31.05,35.28,3.19,26.24,22.47,26.14,30.13,3.01,11.98,9.65,11.91,14.34,1.84,3.16,2.48,3.13,3.87,0.55,Breanna Stewart,breanna stewart,NYL,LVA,NYL @ LVA,2025-07-05,20250705_NYL_LVA,34.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2025-07-05,brionna jones,Brionna Jones,CON,IND,IND,CON @ IND,20250705_CON_IND,10000,,UNKNOWN,Medium,MEDIUM,28.94,28.92,25.75,28.95,32.11,2.48,13.97,,9.18,13.69,19.07,3.92,8.32,,6.36,8.25,10.37,1.58,3.56,,1.95,3.45,5.32,1.34,0.5,,0.36,0.49,0.64,0.11,0.68,,0.15,0.6,1.28,0.47,1.0,,0.44,0.95,1.61,0.46,25.85,20.31,25.63,31.72,4.5,22.28,16.98,22.07,27.87,4.29,17.53,12.45,17.27,22.96,4.14,11.88,9.28,11.78,14.6,2.1,1.68,0.89,1.61,2.55,0.66,Brionna Jones,brionna jones,CON,IND,CON @ IND,2025-07-05,20250705_CON_IND,28.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2025-07-05,caitlin clark,Caitlin Clark,IND,CON,CON,IND vs CON,20250705_CON_IND,10000,,UNKNOWN,Medium,MEDIUM,34.53,34.6,31.46,34.56,37.62,2.35,24.28,,19.57,24.16,29.14,3.73,6.02,,4.8,5.98,7.26,0.96,8.24,,6.7,8.2,9.84,1.23,3.29,,2.2,3.23,4.45,0.89,1.43,,0.81,1.38,2.11,0.52,0.53,,0.26,0.51,0.82,0.22,38.54,33.32,38.43,43.91,4.12,30.3,25.4,30.17,35.35,3.9,32.53,27.51,32.43,37.65,3.96,14.26,12.28,14.22,16.33,1.58,1.96,1.27,1.91,2.7,0.56,Caitlin Clark,caitlin clark,IND,CON,IND vs CON,2025-07-05,20250705_CON_IND,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2025-07-05,chelsea gray,Chelsea Gray,LVA,NYL,NYL,LVA vs NYL,20250705_NYL_LVA,10000,,UNKNOWN,Medium,MEDIUM,32.1,32.14,28.91,32.11,35.33,2.5,16.26,,13.64,16.16,19.04,2.1,3.19,,1.57,3.06,4.92,1.34,7.1,,5.48,7.04,8.77,1.29,2.09,,1.56,2.06,2.65,0.43,1.46,,0.78,1.41,2.2,0.56,0.34,,0.18,0.33,0.51,0.13,26.55,22.94,26.46,30.31,2.87,19.45,16.26,19.35,22.73,2.5,23.36,20.2,23.26,26.66,2.51,10.28,7.94,10.17,12.74,1.88,1.8,1.1,1.76,2.55,0.58,Chelsea Gray,chelsea gray,LVA,NYL,LVA vs NYL,2025-07-05,20250705_NYL_LVA,32.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2025-07-05,courtney vandersloot,Courtney Vandersloot,NYL,LVA,LVA,NYL @ LVA,20250705_NYL_LVA,10000,,UNKNOWN,Medium,MEDIUM,26.42,26.39,22.61,26.43,30.22,2.98,9.59,,6.16,9.42,13.29,2.83,3.44,,1.73,3.31,5.28,1.4,5.59,,3.8,5.49,7.49,1.46,1.52,,0.77,1.46,2.35,0.63,1.31,,0.9,1.29,1.75,0.34,0.31,,0.06,0.26,0.59,0.22,18.62,14.2,18.38,23.36,3.59,13.03,9.09,12.82,17.24,3.2,15.18,11.17,14.96,19.47,3.25,9.03,6.5,8.9,11.73,2.05,1.62,1.12,1.59,2.15,0.41,Courtney Vandersloot,courtney vandersloot,NYL,LVA,NYL @ LVA,2025-07-05,20250705_NYL_LVA,26.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
